station_id,station_name,latitude,longitude,altitude,slots,free_bikes,empty_slots,yelp_id,place_name,review_count,price,rating,distance,category_name
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,JjU-L_5htqz8CrNPtkc8bg,La Boquería de Barcelona,4,3.0,4.5,1026.8904041917076,spanish
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,TzlctOQDGHoWbl3jr2kxng,Bautista Gourmet,2,,4.5,481.047093358788,signature cuisine
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,TzlctOQDGHoWbl3jr2kxng,Bautista Gourmet,2,,4.5,481.047093358788,seafood
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,i-MCqf26gfFZxBXWa2_hww,7 Alces,5,2.0,4.0,951.1090139991352,cafes
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,i-MCqf26gfFZxBXWa2_hww,7 Alces,5,2.0,4.0,951.1090139991352,breakfast & brunch
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,eenDfnh2K0QnyA1gbPcI5Q,Massatto,3,2.0,4.3,1086.4537745708485,restaurants
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,eenDfnh2K0QnyA1gbPcI5Q,Massatto,3,2.0,4.3,1086.4537745708485,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,fmRWKI8h6pNdvUSnOAjpCw,Fuy,1,,5.0,500.2082067248559,seafood
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,TqAXDWjkIvJahOzoLHDzmA,Candelaria Bar,4,2.0,3.8,963.2238890226954,dance clubs
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,TqAXDWjkIvJahOzoLHDzmA,Candelaria Bar,4,2.0,3.8,963.2238890226954,pubs
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,TqAXDWjkIvJahOzoLHDzmA,Candelaria Bar,4,2.0,3.8,963.2238890226954,music venues
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,CgupCSWY9aT4KqDRBgp__A,Cascarrabia,2,,5.0,1074.0434097267469,italian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,aDwtP1TWsOlqRClj0lVNbg,Tio Tomate,5,,4.0,1082.4247832307356,bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,aDwtP1TWsOlqRClj0lVNbg,Tio Tomate,5,,4.0,1082.4247832307356,pizza
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,xdt-kVg2OnHf7L9v3pTnPQ,Restaurant Europeo,2,,4.5,940.8719437005368,restaurants
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,HQdRI9WclE5nEsx5rzh1pw,La Estación,3,,4.0,1060.0925470695486,vegetarian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,HQdRI9WclE5nEsx5rzh1pw,La Estación,3,,4.0,1060.0925470695486,cafeteria
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,HQdRI9WclE5nEsx5rzh1pw,La Estación,3,,4.0,1060.0925470695486,breakfast & brunch
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,f0n6OpllVuVQjnDSoWDEvg,A Soul Of India,5,3.0,3.8,1030.3462203248748,restaurants
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,leQEgtgmuv9iiJ0ame6OWg,Las Benzanilla,1,3.0,4.0,1029.4219077395223,cafes
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,leQEgtgmuv9iiJ0ame6OWg,Las Benzanilla,1,3.0,4.0,1029.4219077395223,sandwiches
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,GWkg8PNqnN4KqonoIeVisw,Lorenzo Bistro,1,,5.0,1173.7186741762978,gastropubs
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,GWkg8PNqnN4KqonoIeVisw,Lorenzo Bistro,1,,5.0,1173.7186741762978,italian
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,GWkg8PNqnN4KqonoIeVisw,Lorenzo Bistro,1,,5.0,1173.7186741762978,cocktail bars
3983dd515589a80338dd44a28f5ec414,V34 - Mestizo,-33.394,-70.6,655.0,23,8,15,fydQV7H4p-S4tfsZm40_wg,De Ostras y Tapas,1,,5.0,999.96749064461,tapas bars
